,date,activity,gender,number,x_axis,y_axis,z_axis,axis_avg
1539,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1540,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1541,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1542,2011-03-24-13-17-42,eat_meat,f,1,33.0,32.0,52.0,39.0
1543,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,53.0,40.666666666666664
1544,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,53.0,40.333333333333336
1545,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1546,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,53.0,40.666666666666664
1547,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1548,2011-03-24-13-17-42,eat_meat,f,1,33.0,33.0,52.0,39.333333333333336
1549,2011-03-24-13-17-42,eat_meat,f,1,32.0,33.0,53.0,39.333333333333336
1550,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1551,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,52.0,40.0
1552,2011-03-24-13-17-42,eat_meat,f,1,32.0,34.0,53.0,39.666666666666664
1553,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1554,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1555,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,53.0,40.666666666666664
1556,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1557,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1558,2011-03-24-13-17-42,eat_meat,f,1,33.0,33.0,53.0,39.666666666666664
1559,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,53.0,40.333333333333336
1560,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1561,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,53.0,40.666666666666664
1562,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1563,2011-03-24-13-17-42,eat_meat,f,1,33.0,33.0,52.0,39.333333333333336
1564,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,52.0,40.333333333333336
1565,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,53.0,40.333333333333336
1566,2011-03-24-13-17-42,eat_meat,f,1,32.0,34.0,52.0,39.333333333333336
1567,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1568,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1569,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1570,2011-03-24-13-17-42,eat_meat,f,1,33.0,33.0,53.0,39.666666666666664
1571,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,52.0,40.0
1572,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,53.0,40.333333333333336
1573,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1574,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,52.0,40.0
1575,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1576,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,53.0,40.666666666666664
1577,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1578,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1579,2011-03-24-13-17-42,eat_meat,f,1,33.0,33.0,54.0,40.0
1580,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1581,2011-03-24-13-17-42,eat_meat,f,1,32.0,34.0,54.0,40.0
1582,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1583,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,52.0,40.333333333333336
1584,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1585,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1586,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,52.0,40.333333333333336
1587,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,53.0,40.666666666666664
1588,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,53.0,40.666666666666664
1589,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1590,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,52.0,40.333333333333336
1591,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,53.0,40.666666666666664
1592,2011-03-24-13-17-42,eat_meat,f,1,33.0,33.0,54.0,40.0
1593,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1594,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,53.0,40.333333333333336
1595,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1596,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,52.0,40.0
1597,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1598,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1599,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,54.0,40.666666666666664
1600,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1601,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1602,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1603,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1604,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,52.0,40.333333333333336
1605,2011-03-24-13-17-42,eat_meat,f,1,32.0,34.0,53.0,39.666666666666664
1606,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1607,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1608,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1609,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1610,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1611,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,52.0,40.333333333333336
1612,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,54.0,40.666666666666664
1613,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1614,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,52.0,40.333333333333336
1615,2011-03-24-13-17-42,eat_meat,f,1,32.0,35.0,53.0,40.0
1616,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,52.0,40.0
1617,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1618,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,53.0,40.666666666666664
1619,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1620,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,54.0,40.333333333333336
1621,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1622,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1623,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1624,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1625,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1626,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1627,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,52.0,40.0
1628,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,53.0,40.666666666666664
1629,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1630,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,53.0,40.333333333333336
1631,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1632,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,53.0,40.666666666666664
1633,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1634,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1635,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1636,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1637,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1638,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1639,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1640,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1641,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1642,2011-03-24-13-17-42,eat_meat,f,1,32.0,33.0,53.0,39.333333333333336
1643,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1644,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,53.0,40.333333333333336
1645,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1646,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1647,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,54.0,40.666666666666664
1648,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1649,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1650,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1651,2011-03-24-13-17-42,eat_meat,f,1,33.0,33.0,53.0,39.666666666666664
1652,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,52.0,40.0
1653,2011-03-24-13-17-42,eat_meat,f,1,33.0,33.0,53.0,39.666666666666664
1654,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1655,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1656,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,53.0,40.333333333333336
1657,2011-03-24-13-17-42,eat_meat,f,1,34.0,32.0,53.0,39.666666666666664
1658,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,53.0,40.666666666666664
1659,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,53.0,40.666666666666664
1660,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,53.0,40.666666666666664
1661,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1662,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1663,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,54.0,40.666666666666664
1664,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,52.0,39.666666666666664
1665,2011-03-24-13-17-42,eat_meat,f,1,32.0,34.0,53.0,39.666666666666664
1666,2011-03-24-13-17-42,eat_meat,f,1,32.0,33.0,52.0,39.0
1667,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,52.0,40.0
1668,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1669,2011-03-24-13-17-42,eat_meat,f,1,33.0,32.0,52.0,39.0
1670,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1671,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1672,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,52.0,40.0
1673,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1674,2011-03-24-13-17-42,eat_meat,f,1,33.0,34.0,53.0,40.0
1675,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,53.0,40.333333333333336
1676,2011-03-24-13-17-42,eat_meat,f,1,33.0,33.0,53.0,39.666666666666664
1677,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,53.0,40.0
1678,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,53.0,40.333333333333336
1679,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,53.0,40.666666666666664
1680,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1681,2011-03-24-13-17-42,eat_meat,f,1,34.0,33.0,52.0,39.666666666666664
1682,2011-03-24-13-17-42,eat_meat,f,1,33.0,32.0,54.0,39.666666666666664
1683,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,54.0,41.0
1684,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,53.0,40.666666666666664
1685,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,54.0,41.0
1686,2011-03-24-13-17-42,eat_meat,f,1,35.0,36.0,54.0,41.666666666666664
1687,2011-03-24-13-17-42,eat_meat,f,1,36.0,35.0,54.0,41.666666666666664
1688,2011-03-24-13-17-42,eat_meat,f,1,35.0,35.0,53.0,41.0
1689,2011-03-24-13-17-42,eat_meat,f,1,34.0,35.0,51.0,40.0
1690,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,52.0,40.333333333333336
1691,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,52.0,40.0
1692,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,51.0,39.666666666666664
1693,2011-03-24-13-17-42,eat_meat,f,1,35.0,34.0,51.0,40.0
1694,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,51.0,39.666666666666664
1695,2011-03-24-13-17-42,eat_meat,f,1,32.0,33.0,51.0,38.666666666666664
1696,2011-03-24-13-17-42,eat_meat,f,1,31.0,32.0,53.0,38.666666666666664
1697,2011-03-24-13-17-42,eat_meat,f,1,32.0,31.0,52.0,38.333333333333336
1698,2011-03-24-13-17-42,eat_meat,f,1,30.0,32.0,51.0,37.666666666666664
1699,2011-03-24-13-17-42,eat_meat,f,1,31.0,31.0,53.0,38.333333333333336
1700,2011-03-24-13-17-42,eat_meat,f,1,31.0,32.0,53.0,38.666666666666664
1701,2011-03-24-13-17-42,eat_meat,f,1,31.0,30.0,54.0,38.333333333333336
1702,2011-03-24-13-17-42,eat_meat,f,1,33.0,32.0,54.0,39.666666666666664
1703,2011-03-24-13-17-42,eat_meat,f,1,31.0,32.0,53.0,38.666666666666664
1704,2011-03-24-13-17-42,eat_meat,f,1,32.0,33.0,54.0,39.666666666666664
1705,2011-03-24-13-17-42,eat_meat,f,1,32.0,34.0,53.0,39.666666666666664
1706,2011-03-24-13-17-42,eat_meat,f,1,32.0,33.0,53.0,39.333333333333336
1707,2011-03-24-13-17-42,eat_meat,f,1,34.0,32.0,53.0,39.666666666666664
1708,2011-03-24-13-17-42,eat_meat,f,1,35.0,32.0,51.0,39.333333333333336
1709,2011-03-24-13-17-42,eat_meat,f,1,35.0,33.0,51.0,39.666666666666664
1710,2011-03-24-13-17-42,eat_meat,f,1,34.0,32.0,53.0,39.666666666666664
1711,2011-03-24-13-17-42,eat_meat,f,1,35.0,30.0,54.0,39.666666666666664
1712,2011-03-24-13-17-42,eat_meat,f,1,37.0,27.0,54.0,39.333333333333336
1713,2011-03-24-13-17-42,eat_meat,f,1,38.0,27.0,53.0,39.333333333333336
1714,2011-03-24-13-17-42,eat_meat,f,1,38.0,29.0,53.0,40.0
1715,2011-03-24-13-17-42,eat_meat,f,1,40.0,28.0,54.0,40.666666666666664
1716,2011-03-24-13-17-42,eat_meat,f,1,38.0,27.0,52.0,39.0
1717,2011-03-24-13-17-42,eat_meat,f,1,37.0,26.0,51.0,38.0
1718,2011-03-24-13-17-42,eat_meat,f,1,38.0,25.0,51.0,38.0
1719,2011-03-24-13-17-42,eat_meat,f,1,37.0,24.0,49.0,36.666666666666664
1720,2011-03-24-13-17-42,eat_meat,f,1,38.0,23.0,49.0,36.666666666666664
1721,2011-03-24-13-17-42,eat_meat,f,1,38.0,22.0,48.0,36.0
1722,2011-03-24-13-17-42,eat_meat,f,1,38.0,22.0,49.0,36.333333333333336
1723,2011-03-24-13-17-42,eat_meat,f,1,36.0,22.0,47.0,35.0
1724,2011-03-24-13-17-42,eat_meat,f,1,37.0,20.0,48.0,35.0
1725,2011-03-24-13-17-42,eat_meat,f,1,36.0,21.0,48.0,35.0
1726,2011-03-24-13-17-42,eat_meat,f,1,37.0,22.0,49.0,36.0
1727,2011-03-24-13-17-42,eat_meat,f,1,37.0,21.0,48.0,35.333333333333336
1728,2011-03-24-13-17-42,eat_meat,f,1,35.0,21.0,48.0,34.666666666666664
1729,2011-03-24-13-17-42,eat_meat,f,1,36.0,20.0,50.0,35.333333333333336
1730,2011-03-24-13-17-42,eat_meat,f,1,36.0,20.0,49.0,35.0
1731,2011-03-24-13-17-42,eat_meat,f,1,36.0,22.0,47.0,35.0
1732,2011-03-24-13-17-42,eat_meat,f,1,37.0,21.0,48.0,35.333333333333336
1733,2011-03-24-13-17-42,eat_meat,f,1,36.0,21.0,49.0,35.333333333333336
1734,2011-03-24-13-17-42,eat_meat,f,1,36.0,20.0,49.0,35.0
1735,2011-03-24-13-17-42,eat_meat,f,1,37.0,18.0,48.0,34.333333333333336
1736,2011-03-24-13-17-42,eat_meat,f,1,36.0,21.0,49.0,35.333333333333336
1737,2011-03-24-13-17-42,eat_meat,f,1,33.0,16.0,51.0,33.333333333333336
1738,2011-03-24-13-17-42,eat_meat,f,1,36.0,18.0,47.0,33.666666666666664
1739,2011-03-24-13-17-42,eat_meat,f,1,34.0,19.0,47.0,33.333333333333336
1740,2011-03-24-13-17-42,eat_meat,f,1,34.0,19.0,46.0,33.0
1741,2011-03-24-13-17-42,eat_meat,f,1,34.0,17.0,45.0,32.0
1742,2011-03-24-13-17-42,eat_meat,f,1,34.0,16.0,44.0,31.333333333333332
1743,2011-03-24-13-17-42,eat_meat,f,1,34.0,17.0,44.0,31.666666666666668
1744,2011-03-24-13-17-42,eat_meat,f,1,33.0,15.0,45.0,31.0
1745,2011-03-24-13-17-42,eat_meat,f,1,33.0,15.0,44.0,30.666666666666668
1746,2011-03-24-13-17-42,eat_meat,f,1,34.0,16.0,45.0,31.666666666666668
1747,2011-03-24-13-17-42,eat_meat,f,1,35.0,15.0,45.0,31.666666666666668
1748,2011-03-24-13-17-42,eat_meat,f,1,36.0,16.0,45.0,32.333333333333336
1749,2011-03-24-13-17-42,eat_meat,f,1,35.0,17.0,45.0,32.333333333333336
1750,2011-03-24-13-17-42,eat_meat,f,1,34.0,16.0,44.0,31.333333333333332
1751,2011-03-24-13-17-42,eat_meat,f,1,33.0,17.0,45.0,31.666666666666668
1752,2011-03-24-13-17-42,eat_meat,f,1,33.0,16.0,43.0,30.666666666666668
1753,2011-03-24-13-17-42,eat_meat,f,1,33.0,16.0,45.0,31.333333333333332
1754,2011-03-24-13-17-42,eat_meat,f,1,32.0,18.0,48.0,32.666666666666664
1755,2011-03-24-13-17-42,eat_meat,f,1,35.0,18.0,49.0,34.0
1756,2011-03-24-13-17-42,eat_meat,f,1,35.0,18.0,50.0,34.333333333333336
1757,2011-03-24-13-17-42,eat_meat,f,1,37.0,21.0,49.0,35.666666666666664
1758,2011-03-24-13-17-42,eat_meat,f,1,36.0,20.0,48.0,34.666666666666664
1759,2011-03-24-13-17-42,eat_meat,f,1,39.0,20.0,49.0,36.0
1760,2011-03-24-13-17-42,eat_meat,f,1,40.0,19.0,48.0,35.666666666666664
1761,2011-03-24-13-17-42,eat_meat,f,1,37.0,23.0,48.0,36.0
1762,2011-03-24-13-17-42,eat_meat,f,1,37.0,21.0,49.0,35.666666666666664
1763,2011-03-24-13-17-42,eat_meat,f,1,37.0,21.0,48.0,35.333333333333336
1764,2011-03-24-13-17-42,eat_meat,f,1,38.0,21.0,46.0,35.0
1765,2011-03-24-13-17-42,eat_meat,f,1,37.0,19.0,47.0,34.333333333333336
1766,2011-03-24-13-17-42,eat_meat,f,1,34.0,20.0,46.0,33.333333333333336
1767,2011-03-24-13-17-42,eat_meat,f,1,36.0,22.0,47.0,35.0
1768,2011-03-24-13-17-42,eat_meat,f,1,35.0,27.0,49.0,37.0
1769,2011-03-24-13-17-42,eat_meat,f,1,34.0,31.0,53.0,39.333333333333336
1770,2011-03-24-13-17-42,eat_meat,f,1,33.0,29.0,53.0,38.333333333333336
1771,2011-03-24-13-17-42,eat_meat,f,1,34.0,29.0,52.0,38.333333333333336
1772,2011-03-24-13-17-42,eat_meat,f,1,32.0,32.0,54.0,39.333333333333336
1773,2011-03-24-13-17-42,eat_meat,f,1,33.0,35.0,56.0,41.333333333333336
1774,2011-03-24-13-17-42,eat_meat,f,1,36.0,32.0,56.0,41.333333333333336
1775,2011-03-24-13-17-42,eat_meat,f,1,36.0,31.0,54.0,40.333333333333336
1776,2011-03-24-13-17-42,eat_meat,f,1,36.0,32.0,54.0,40.666666666666664
1777,2011-03-24-13-17-42,eat_meat,f,1,37.0,29.0,54.0,40.0
1778,2011-03-24-13-17-42,eat_meat,f,1,38.0,28.0,53.0,39.666666666666664
1779,2011-03-24-13-17-42,eat_meat,f,1,37.0,25.0,50.0,37.333333333333336
1780,2011-03-24-13-17-42,eat_meat,f,1,37.0,26.0,52.0,38.333333333333336
1781,2011-03-24-13-17-42,eat_meat,f,1,38.0,25.0,51.0,38.0
1782,2011-03-24-13-17-42,eat_meat,f,1,37.0,26.0,49.0,37.333333333333336
1783,2011-03-24-13-17-42,eat_meat,f,1,37.0,24.0,50.0,37.0
1784,2011-03-24-13-17-42,eat_meat,f,1,36.0,24.0,50.0,36.666666666666664
1785,2011-03-24-13-17-42,eat_meat,f,1,37.0,25.0,51.0,37.666666666666664
1786,2011-03-24-13-17-42,eat_meat,f,1,37.0,22.0,50.0,36.333333333333336
1787,2011-03-24-13-17-42,eat_meat,f,1,37.0,23.0,49.0,36.333333333333336
1788,2011-03-24-13-17-42,eat_meat,f,1,35.0,23.0,49.0,35.666666666666664
1789,2011-03-24-13-17-42,eat_meat,f,1,36.0,21.0,50.0,35.666666666666664
1790,2011-03-24-13-17-42,eat_meat,f,1,36.0,21.0,48.0,35.0
1791,2011-03-24-13-17-42,eat_meat,f,1,35.0,20.0,48.0,34.333333333333336
1792,2011-03-24-13-17-42,eat_meat,f,1,36.0,22.0,46.0,34.666666666666664
1793,2011-03-24-13-17-42,eat_meat,f,1,35.0,22.0,46.0,34.333333333333336
1794,2011-03-24-13-17-42,eat_meat,f,1,34.0,19.0,49.0,34.0
1795,2011-03-24-13-17-42,eat_meat,f,1,35.0,18.0,46.0,33.0
1796,2011-03-24-13-17-42,eat_meat,f,1,34.0,19.0,45.0,32.666666666666664
1797,2011-03-24-13-17-42,eat_meat,f,1,35.0,24.0,47.0,35.333333333333336
1798,2011-03-24-13-17-42,eat_meat,f,1,35.0,24.0,51.0,36.666666666666664
1799,2011-03-24-13-17-42,eat_meat,f,1,33.0,25.0,51.0,36.333333333333336
1800,2011-03-24-13-17-42,eat_meat,f,1,34.0,34.0,54.0,40.666666666666664
1801,2011-03-24-13-17-42,eat_meat,f,1,34.0,36.0,55.0,41.666666666666664
1802,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,54.0,42.333333333333336
1803,2011-03-24-13-17-42,eat_meat,f,1,34.0,42.0,54.0,43.333333333333336
1804,2011-03-24-13-17-42,eat_meat,f,1,35.0,44.0,53.0,44.0
1805,2011-03-24-13-17-42,eat_meat,f,1,34.0,45.0,52.0,43.666666666666664
1806,2011-03-24-13-17-42,eat_meat,f,1,36.0,44.0,52.0,44.0
1807,2011-03-24-13-17-42,eat_meat,f,1,36.0,45.0,52.0,44.333333333333336
1808,2011-03-24-13-17-42,eat_meat,f,1,38.0,39.0,49.0,42.0
1809,2011-03-24-13-17-42,eat_meat,f,1,36.0,41.0,49.0,42.0
1810,2011-03-24-13-17-42,eat_meat,f,1,36.0,44.0,50.0,43.333333333333336
1811,2011-03-24-13-17-42,eat_meat,f,1,35.0,47.0,50.0,44.0
1812,2011-03-24-13-17-42,eat_meat,f,1,36.0,48.0,49.0,44.333333333333336
1813,2011-03-24-13-17-42,eat_meat,f,1,37.0,46.0,48.0,43.666666666666664
1814,2011-03-24-13-17-42,eat_meat,f,1,38.0,45.0,48.0,43.666666666666664
1815,2011-03-24-13-17-42,eat_meat,f,1,37.0,44.0,48.0,43.0
1816,2011-03-24-13-17-42,eat_meat,f,1,38.0,44.0,47.0,43.0
1817,2011-03-24-13-17-42,eat_meat,f,1,39.0,42.0,47.0,42.666666666666664
1818,2011-03-24-13-17-42,eat_meat,f,1,40.0,43.0,48.0,43.666666666666664
1819,2011-03-24-13-17-42,eat_meat,f,1,40.0,41.0,47.0,42.666666666666664
1820,2011-03-24-13-17-42,eat_meat,f,1,39.0,41.0,48.0,42.666666666666664
1821,2011-03-24-13-17-42,eat_meat,f,1,39.0,43.0,47.0,43.0
1822,2011-03-24-13-17-42,eat_meat,f,1,39.0,42.0,48.0,43.0
1823,2011-03-24-13-17-42,eat_meat,f,1,38.0,43.0,49.0,43.333333333333336
1824,2011-03-24-13-17-42,eat_meat,f,1,38.0,42.0,48.0,42.666666666666664
1825,2011-03-24-13-17-42,eat_meat,f,1,38.0,42.0,49.0,43.0
1826,2011-03-24-13-17-42,eat_meat,f,1,39.0,42.0,49.0,43.333333333333336
1827,2011-03-24-13-17-42,eat_meat,f,1,38.0,42.0,48.0,42.666666666666664
1828,2011-03-24-13-17-42,eat_meat,f,1,39.0,44.0,47.0,43.333333333333336
1829,2011-03-24-13-17-42,eat_meat,f,1,38.0,45.0,49.0,44.0
1830,2011-03-24-13-17-42,eat_meat,f,1,38.0,45.0,48.0,43.666666666666664
1831,2011-03-24-13-17-42,eat_meat,f,1,40.0,42.0,49.0,43.666666666666664
1832,2011-03-24-13-17-42,eat_meat,f,1,41.0,42.0,50.0,44.333333333333336
1833,2011-03-24-13-17-42,eat_meat,f,1,41.0,41.0,50.0,44.0
1834,2011-03-24-13-17-42,eat_meat,f,1,42.0,41.0,52.0,45.0
1835,2011-03-24-13-17-42,eat_meat,f,1,41.0,43.0,51.0,45.0
1836,2011-03-24-13-17-42,eat_meat,f,1,41.0,40.0,51.0,44.0
1837,2011-03-24-13-17-42,eat_meat,f,1,40.0,40.0,47.0,42.333333333333336
1838,2011-03-24-13-17-42,eat_meat,f,1,39.0,41.0,47.0,42.333333333333336
1839,2011-03-24-13-17-42,eat_meat,f,1,39.0,42.0,47.0,42.666666666666664
1840,2011-03-24-13-17-42,eat_meat,f,1,36.0,42.0,46.0,41.333333333333336
1841,2011-03-24-13-17-42,eat_meat,f,1,36.0,43.0,46.0,41.666666666666664
1842,2011-03-24-13-17-42,eat_meat,f,1,34.0,43.0,46.0,41.0
1843,2011-03-24-13-17-42,eat_meat,f,1,33.0,45.0,50.0,42.666666666666664
1844,2011-03-24-13-17-42,eat_meat,f,1,34.0,43.0,48.0,41.666666666666664
1845,2011-03-24-13-17-42,eat_meat,f,1,33.0,43.0,48.0,41.333333333333336
1846,2011-03-24-13-17-42,eat_meat,f,1,33.0,43.0,50.0,42.0
1847,2011-03-24-13-17-42,eat_meat,f,1,33.0,43.0,51.0,42.333333333333336
1848,2011-03-24-13-17-42,eat_meat,f,1,33.0,44.0,54.0,43.666666666666664
1849,2011-03-24-13-17-42,eat_meat,f,1,31.0,46.0,56.0,44.333333333333336
1850,2011-03-24-13-17-42,eat_meat,f,1,32.0,43.0,55.0,43.333333333333336
